StationID,Pl,Pr,S,OI,T,AW
01-AND,0.0,0.0,0.0,0.0,0.0,0.0
01-CNT,0.0,0.07751190531304683,0.0,0.0,0.0,0.0
01-JWT,0.14306938558770607,3.1642226247448244,0.15254816023525156,0.8958106444811822,1.401817696218191,0.4863961295865924
01-MER,0.7021620480530968,0.19663830574750682,0.7703166528717966,1.5313811967792559,0.13730769057330425,0.1715326032483636
01-MSC,0.0,0.0827048965702886,0.0008162846990044754,0.9233059472467997,1.3105707380749715e-11,0.35493430206901133
01-SAC,0.0,2.6752494815427165e-06,0.0,7.99830403157125e-07,1.408047342046982e-06,0.00292327491271942
01-SGR,0.0029773584274180474,0.008611067087253458,0.0,9.0410997911142e-08,2.373598200757961e-12,0.13836293302128025
01-TYB,0.00015595444223506671,0.0,0.0,0.0,0.0,0.0002778673680900634
0100650_E,0.008418346632346575,1.2158627736745213,0.0,0.4877024758790444,0.12409906597465553,0.009156103140021266
0100650_I,0.012231385949248386,1.840924346728441,0.0,0.7235991200358467,0.18270939075785017,0.013774074763818298
01K-HOB,0.0015091243574402288,1.957028444236304,1.548503222847415,1.3027083683780265,0.6897661345043844,0.6015400745294263
01T-MKB,0.12480413777769811,0.439163306465952,0.0,0.0,0.0,0.0
01T-SOP,0.0,0.05959762738366405,0.1392224277252121,0.987701612794493,0.0,0.00016963909183294042
01X-OTB,0.0,0.0,0.0,0.022431414229072688,0.03878279476054326,0.0
02-ASH,1.7002622163623044e-08,0.3003242067674685,0.0,0.0,2.2523660391257468e-05,0.0
02-BBO,0.0,0.11697393580487467,0.0,0.0010709293571940365,0.0,0.0021208389936692566
02-CLD,0.0,0.0,0.0,0.3709447216091432,0.0,1.1478800620754023e-08
02-CTC,0.6701953163396531,0.77512739241625,0.0,1.0006021280302646e-05,0.6990686516425703,1.2117673459284955e-06
02-GNB,0.0,0.0,0.0,0.0,0.0,7.625326066364856e-05
02-ISG,0.026573498985645615,0.9412341077193009,0.0,0.18737793103365064,0.007931439246145268,0.3519735352787928
02-ISR,0.0,0.0,0.0,0.0,0.00011327455711332326,0.014641175503544948
02-SHG,1.2824598779188978e-07,0.5590644244597925,0.04802084152198285,0.06603401585881752,2.7396367056907804e-06,0.24300868965250913
02E-NSR,0.0,0.0,0.0,0.12193822211666902,0.04240732433733621,0.2955431815703035
03-AMM,0.0,0.0,0.0,0.0,0.0006538551086653903,1.2961007883739512e-05
04-SBB,0.0,0.0,0.0,0.0,0.0,0.0
05-NWL,0.0,0.0,0.0,0.0,0.0,0.0
05-SMS,0.0,0.0006672163520979766,0.0,0.0,0.0,0.0012994803394657194
06-EBS,0.0,0.0,0.0,0.0,0.0,0.0
06-SBR,0.0,0.0,0.0,0.03617889689091592,0.0,0.0
07-BLM,1.6904098319182765,0.0,1.547978847187725,0.2113966765861863,0.2248648005168768,0.29529009145213736
07-FLT,0.0018876263348237055,0.9843172610769911,0.0012825898286612767,0.0064789570432811725,0.0,0.016381350031565697
07T-ISG,0.0010263457460516492,0.005328483962197699,0.0,0.23600156519383678,0.0370699791750063,1.4954491726290799e-05
08-MER,0.5354803168326894,5.1927807891785225,1.1062256875977519,3.1995651604495543,0.5898372212325252,1.0724458109599384
09-OYS,0.010316103219866176,0.0,0.008056983733473806,0.0009365667733497954,0.001008275451120055,0.07515963145895248
10-WNR,0.0,0.0,0.0,0.00020322445027507537,0.1896707896538718,0.03927446473924598
1031010010,0.0,0.0319698144015103,0.010478252840549016,0.039076129658505106,0.0,0.11297749085171267
1031010011,0.5198310758852323,0.028814902932273456,0.009424270783776308,0.03516101196839827,0.0,0.1084132954893113
1176030001,1.2160381053551377,0.3431856974464091,1.2841375089740024,0.7870445581775557,0.6408858227250391,4.769364585198207e-09
1279040001,0.016744211577247734,0.0,2.177600249538055e-07,0.1543422709708864,0.00855643901153205,0.0016493404946550173
1361010003,0.0,0.0,0.0,0.0,0.0,0.12547685492935665
1396060002,0.8759648096410106,3.878044253633766e-08,0.0,0.20690542313542068,0.056333473140622495,0.2497744725600625
1396060501,0.8906907734966716,3.9717918814064856e-08,0.0,0.2029679149674307,0.05745319225469082,0.247078599535479
14-ISR,0.0,0.0,0.0,0.0,0.12884426509686928,0.0
141CHRD,0.015731583253045023,0.0004249617528552634,0.0,0.1831012596761215,0.0012056670129828573,0.03915620763436683
